uid,touying_fid,island_id,island_uid_count,height_m,pixel_count_used,dem_error_p05_m,dem_error_median_m,dem_error_p95_m,reference_elevation_median_m,roof_elevation_p05_m,roof_elevation_median_m,roof_elevation_p75_m,roof_elevation_p85_m,roof_elevation_p90_m,roof_elevation_p95_m,building_height_p05_m,building_height_p25_m,building_height_p50_m,building_height_p75_m,building_height_p85_m,building_height_p90_m,building_height_p95_m,building_height_max_m,max_height_grubbs_n,max_height_grubbs_g,max_height_grubbs_gcrit,max_height_grubbs_p,max_height_reject_outlier,max_height_reliable,building_height_grubbs_top_m,grubbs_top_removed_count,grubbs_top_remaining_count,grubbs_top_last_g,grubbs_top_last_gcrit,grubbs_top_last_p,grubbs_top_reliable,coh_mean,amplitude_dispersion,lgr_rmse_rad,valid_pairs_median,bperp_span_median,method
630,630,387,1,-0.3092153072357178,69,-12.169118118286132,-2.2498412132263184,8.732094383239742,4.0,-8.169118118286132,4.045945167541504,13.36302375793457,22.49398536682128,28.144840621948244,31.316739654541013,-12.169118118286132,-4.4712324142456055,0.045945167541503906,9.36302375793457,18.49398536682128,24.144840621948244,27.316739654541013,30.435718536376953,69,2.2668192386627197,3.0786654960526176,0.7333956673437131,False,True,30.435718536376953,0,69,2.266819480099243,3.0786654960526176,0.7333951720206775,True,0.8401976823806763,0.34850412607192993,0.9460707902908325,14.0,322.7168884277344,gamma_pixel_lgr_building_fid_residual_plus_dsm_minus_ground
656,656,393,1,-0.41900205612182617,89,-2.3904926300048825,-0.383544385433197,1.9714695453643778,4.0,1.6095073699951172,3.6479156017303467,4.237463474273682,4.549335193634033,5.713111782073975,6.8523725509643505,-2.3904926300048825,-1.2238740921020508,-0.3520843982696533,0.23746347427368164,0.5493351936340332,1.7131117820739745,2.85237255096435,4.436493873596191,89,3.2069170475006104,3.1694054385441053,0.04322935255107252,True,False,3.734372138977051,1,88,2.93012701086375,3.165469843723979,0.11932334339708994,True,0.8757461309432983,0.3360818028450012,0.6088845729827881,21.0,604.044677734375,gamma_pixel_lgr_building_fid_residual_plus_dsm_minus_ground
658,658,395,1,28.980804443359375,152,-2.7653315544128416,7.583192586898804,17.7215012550354,25.0,9.787447547912603,32.58319282531738,37.467994689941406,39.25430545806885,40.82888908386231,42.72150211334228,5.7874475479126035,24.180673599243164,28.583192825317383,33.467994689941406,35.25430545806885,36.82888908386231,38.72150211334228,43.213401794433594,152,1.7087732553482056,3.347113160975858,1.0,False,True,43.213401794433594,0,152,1.7087731344354573,3.347113160975858,1.0,True,0.9100771546363831,0.30676841735839844,1.0998919010162354,17.0,360.5517883300781,gamma_pixel_lgr_building_fid_residual_plus_dsm_minus_ground
660,660,397,1,1.9168171882629395,65,-3.695289945602417,1.91681706905365,10.050503540039061,4.0,0.3047100543975831,6.351563453674316,9.200090408325195,12.694719505310058,14.18695945739746,19.153684616088857,-3.695289945602417,-0.7460885047912598,2.3515634536743164,5.200090408325195,8.694719505310058,10.18695945739746,15.153684616088855,34.62907409667969,65,4.809465408325195,3.0567110647513203,2.8968969478793127e-06,True,False,17.09912109375,2,63,2.999014700735544,3.045115403805128,0.05966478398460762,True,0.8376421928405762,0.34766486287117004,0.7037038207054138,14.0,285.9814147949219,gamma_pixel_lgr_building_fid_residual_plus_dsm_minus_ground
662,662,399,1,-1.1766400337219238,72,-3.468353748321533,-1.1899110674858093,1.000992533564568,4.0,0.5316462516784669,2.810088872909546,3.888787865638733,4.181640696525574,4.523745012283325,5.000992512702942,-3.468353748321533,-2.2394659519195557,-1.189911127090454,-0.11121213436126709,0.18164069652557402,0.523745012283325,1.0009925127029422,10.5267972946167,72,5.321710586547852,3.094152190113599,6.967431431803561e-08,True,False,2.8725929260253906,1,71,2.4398139986167604,3.089077269186344,0.45884126365420586,True,0.8515477180480957,0.32557186484336853,0.4973878264427185,16.0,435.33447265625,gamma_pixel_lgr_building_fid_residual_plus_dsm_minus_ground
664,664,402,1,27.654972076416016,40,-3.728106808662414,3.392208456993103,7.72004129886627,28.0,19.427281475067144,31.392208099365234,33.582794189453125,34.8434720993042,35.20613098144531,35.72004089355469,15.427281475067144,23.685007572174072,27.392208099365234,29.582794189453125,30.843472099304197,31.206130981445312,31.720040893554685,32.40971374511719,40,0.843336820602417,2.8675424870552675,1.0,False,True,32.40971374511719,0,40,0.8433365593141247,2.8675424870552675,1.0,True,0.871660590171814,0.3422808051109314,0.761727511882782,16.0,454.88970947265625,gamma_pixel_lgr_building_fid_residual_plus_dsm_minus_ground
675,675,407,1,-2.06563401222229,263,-11.89327163696289,-2.0922021865844727,3.786785006523131,4.0,-7.89327163696289,1.972111701965332,4.252356052398682,7.060423374176024,8.492996215820312,10.832201957702635,-11.89327163696289,-5.788800239562988,-2.027888298034668,0.25235605239868164,3.060423374176024,4.4929962158203125,6.832201957702635,33.758079528808594,263,5.687433242797852,3.5141878623256053,5.697668654658372e-07,True,False,16.721033096313477,3,260,3.4405532562627066,3.5108227327807064,0.06575911853978988,True,0.9196659326553345,0.2228359878063202,0.5827525854110718,26.0,712.62939453125,gamma_pixel_lgr_building_fid_residual_plus_dsm_minus_ground
676,676,408,1,3.725344181060791,50,0.4527440369129182,3.1883949041366577,6.694784641265869,4.0,4.91076512336731,8.285449981689453,9.717790365219116,10.80373773574829,13.252775859832765,14.920934963226319,0.9107651233673096,2.7134413719177246,4.285449981689453,5.717790365219116,6.803737735748291,9.252775859832765,10.920934963226319,19.397615432739258,50,4.275266647338867,2.9569748471494868,4.574664614898083e-05,True,False,11.44965648651123,1,49,2.5731426087589964,2.949060370864467,0.19327130708001605,True,0.859186589717865,0.33288127183914185,0.5445342063903809,19.0,530.0452270507812,gamma_pixel_lgr_building_fid_residual_plus_dsm_minus_ground
679,679,409,1,-7.354658126831055,379,-18.722832298278806,-7.354658126831055,8.308275413513183,4.0,-14.722832298278808,-3.3546581268310547,5.616719722747803,8.188598442077637,12.191064834594721,18.12006359100341,-18.722832298278806,-12.101703643798828,-7.354658126831055,1.6167197227478027,4.188598442077638,8.191064834594721,14.120063591003412,20.48586082458496,379,2.711793899536133,3.618819424822254,1.0,False,True,20.48586082458496,0,379,2.7117938647393176,3.618819424822254,1.0,True,0.8835112452507019,0.3027590811252594,0.8739222884178162,25.0,561.0567016601562,gamma_pixel_lgr_building_fid_residual_plus_dsm_minus_ground
691,691,411,1,2.233250617980957,25,-0.394614291191101,2.233250856399536,10.725882530212395,4.0,3.6053857803344727,6.406341552734375,11.681098937988281,15.738438034057616,18.162519836425787,26.53321228027341,-0.39461421966552723,1.200507640838623,2.406341552734375,7.681098937988281,11.738438034057616,14.162519836425785,22.53321228027341,24.679636001586914,25,2.703773021697998,2.6628731295085006,0.042109919338315094,True,False,15.256072998046875,2,23,2.6138123246550458,2.6239161203491976,0.052159203090305195,True,0.8815726041793823,0.3438943922519684,0.41810476779937744,16.0,504.6864929199219,gamma_pixel_lgr_building_fid_residual_plus_dsm_minus_ground
