clean_id,Id,Floor,height,source_count,source_uids,height_insar_m,height_statistic,height_source_column,height_iqr_median_m,building_height_p05_m,building_height_p25_m,building_height_p50_m,building_height_p75_m,building_height_p85_m,building_height_p90_m,building_height_p95_m,building_height_max_m,building_height_grubbs_top_m,grubbs_top_removed_count,grubbs_top_remaining_count,grubbs_top_last_p,grubbs_top_reliable,max_height_reliable,max_height_reject_outlier,max_height_grubbs_p,max_height_grubbs_g,max_height_grubbs_gcrit,dem_error_median_m,roof_elevation_median_m,roof_elevation_p75_m,roof_elevation_p85_m,roof_elevation_p90_m,roof_elevation_p95_m,reference_elevation_median_m,pixel_count_used,point_count,island_count,max_island_uid_count,median_coherence,median_amplitude_dispersion,lgr_rmse_rad,valid_pairs_median,bperp_span_median,source_touying_fids,source_islands,prior_gap_m,has_insar_height,height_prior_m,review_multi_clean_id_island,review_negative_height,review_extreme_height,review_unreliable_max_height,review_large_prior_gap,qc_review,height_source
1,0,8,24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
2,0,8,24,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
3,0,8,24,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
4,0,4,12,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
5,0,5,15,2,5;6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
6,0,8,24,2,7;8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
7,0,8,24,2,9;10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
8,0,2,6,2,11;12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
9,0,8,24,2,13;14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
10,0,8,24,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
11,0,8,24,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
12,0,8,24,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
13,0,5,15,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
14,0,4,12,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
15,0,8,24,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
16,0,5,15,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
17,0,5,15,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
18,0,2,6,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
19,0,7,21,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
20,0,8,24,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
21,0,2,6,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
22,0,7,21,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
23,0,7,21,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
24,0,2,6,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
25,0,8,24,2,30;31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
26,0,7,21,2,32;33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
27,0,8,24,2,34;35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
28,0,8,24,2,36;37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
29,0,8,24,2,38;39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
30,0,7,21,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
31,0,7,21,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
32,0,2,6,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
33,0,7,21,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
34,0,7,21,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
35,0,2,6,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
36,0,7,21,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
37,0,7,21,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
38,0,7,21,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
39,0,7,21,1,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
40,0,7,21,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
41,0,2,6,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
42,0,7,21,1,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
43,0,7,21,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
44,0,7,21,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
45,0,17,51,2,55;138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
46,0,4,12,1,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
47,0,19,57,1,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
48,0,2,6,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
49,0,8,24,1,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
50,0,8,24,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
51,0,8,24,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
52,0,7,21,1,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
53,0,7,21,2,63;64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
54,0,8,24,1,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
55,0,8,24,1,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
56,0,4,12,2,67;78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
57,0,2,6,1,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
58,0,8,24,1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
59,0,8,24,1,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
60,0,8,24,1,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
61,0,8,24,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
62,0,8,24,1,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
63,0,2,6,1,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
64,0,6,18,1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
65,0,6,18,1,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
66,0,6,18,1,77,8.033676147460938,grubbs_top,building_height_grubbs_top_m,0.0664601325988769,-4.0753597021102905,-1.4043197631835938,0.1696810722351074,3.0696771144866943,6.3926849365234375,7.025489807128906,11.030442237854004,23.964311599731445,8.033676147460938,2.0,29.0,0.5426764305829948,True,False,True,0.0002426846662386,3.732905864715576,2.7595228667619,-0.6561837792396545,4.169681072235107,7.069677114486694,10.392684936523438,11.025489807128906,15.030442237854004,5.729302883148193,31.0,1.0,1.0,1.0,0.8784046173095703,0.3229742646217346,0.7149151563644409,14.0,360.5517883300781,66,5,,True,,False,False,False,True,False,True,insar_roof_only_strict
67,0,8,24,1,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
68,0,8,24,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
69,0,8,24,1,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
70,0,8,24,1,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
71,0,6,18,2,83;84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
72,0,5,15,1,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
73,0,8,24,1,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
74,0,6,18,2,87;98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
75,0,19,57,3,88;90;542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
76,0,2,6,1,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
77,0,2,6,1,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
78,0,2,6,1,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
79,0,2,6,1,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
80,0,2,6,1,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
81,0,2,6,1,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
82,0,6,18,1,96,41.191192626953125,grubbs_top,building_height_grubbs_top_m,5.386545181274414,-2.358355402946472,1.183927297592163,5.386545181274414,17.931370735168457,30.62003135681152,35.89342346191406,37.503287124633786,41.191192626953125,41.191192626953125,0.0,59.0,0.6702058133075706,True,True,False,0.6702056162759761,2.236852169036865,3.0205330048255705,2.1740591526031494,9.386545181274414,21.931370735168457,34.62003135681152,39.89342346191406,41.503287124633786,7.561243057250977,59.0,1.0,1.0,1.0,0.8669837117195129,0.3483806252479553,0.5935643911361694,16.0,408.5389099121094,82,8,,True,,False,False,False,False,False,False,insar_roof_only_strict
83,0,8,24,1,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
84,0,8,24,1,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
85,0,5,15,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
86,0,7,21,2,101;113,30.662006378173828,grubbs_top,building_height_grubbs_top_m,4.228458404541016,-12.496884536743163,-3.404215693473816,4.228458404541016,18.602764129638672,26.54584102630615,28.00848960876465,29.60055656433105,30.662006378173828,30.662006378173828,0.0,27.0,1.0,True,True,False,1.0,1.625434637069702,2.698070722047008,-1.2158397436141968,8.228458404541016,22.602764129638672,30.54584102630615,32.00848960876465,33.60055656433105,12.758734703063965,27.0,1.0,1.0,1.0,0.8345105648040771,0.335440993309021,0.9063165187835692,13.0,322.551513671875,86,10,,True,,False,False,False,False,False,False,insar_roof_only_strict
87,0,8,24,1,102,5.777645111083984,grubbs_top,building_height_grubbs_top_m,-2.154822826385498,-6.335391426086426,-5.224372625350952,-2.154822826385498,-0.3340761661529541,0.5587284088134763,0.8554082870483407,1.3648950576782224,5.777645111083984,5.777645111083984,0.0,27.0,0.0647870896682082,True,True,False,0.0647870669961589,2.6336488723754883,2.698070722047008,-2.154822826385498,1.845177173614502,3.665923833847046,4.558728408813476,4.85540828704834,5.364895057678222,4.0,27.0,1.0,1.0,1.0,0.8435614109039307,0.3402764201164245,0.5863875150680542,16.0,360.5517883300781,87,11,,True,,False,False,False,False,False,False,insar_roof_only_strict
88,0,5,15,1,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
89,0,8,24,1,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
90,0,8,24,1,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
91,0,8,24,1,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
92,0,8,24,2,107;240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
93,0,6,18,1,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
94,0,6,18,1,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
95,0,8,24,1,110,36.77297592163086,grubbs_top,building_height_grubbs_top_m,-0.7195552587509155,-7.019262313842773,-3.985044479370117,-0.6311678886413574,12.156013488769531,24.13810157775879,25.000961303710938,27.658981323242188,36.77297592163086,36.77297592163086,0.0,61.0,0.3514393552087546,True,True,False,0.3514394059790888,2.469759941101074,3.033067427935249,-1.683230757713318,3.3688321113586426,16.15601348876953,28.13810157775879,29.000961303710938,31.658981323242188,4.67617654800415,61.0,1.0,1.0,1.0,0.8499054312705994,0.3161965608596802,0.8210678696632385,15.0,330.54400634765625,95,19,,True,,False,False,False,False,False,False,insar_roof_only_strict
96,0,8,24,1,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
97,0,4,12,1,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
98,0,8,24,1,114,34.02257537841797,grubbs_top,building_height_grubbs_top_m,23.02848625183105,-7.556734180450439,-2.355913043022156,23.02848625183105,24.600350379943848,25.000775718688963,25.16523971557617,25.36096782684326,34.02257537841797,34.02257537841797,0.0,27.0,1.0,True,True,False,1.0,1.384636640548706,2.698070722047008,-0.2940695583820343,27.02848625183105,28.600350379943848,29.000775718688963,29.16523971557617,29.36096782684326,28.0,27.0,1.0,1.0,1.0,0.8472940921783447,0.331313282251358,1.0757615566253662,18.0,328.0932006835937,98,22,,True,,False,False,False,False,False,False,insar_roof_only_strict
99,0,8,24,2,115;116,32.362545013427734,grubbs_top,building_height_grubbs_top_m,23.63204765319824,15.594626617431642,21.128725051879883,23.602680206298828,24.687435150146484,25.63334274291992,26.2100528717041,27.762119674682616,32.362545013427734,32.362545013427734,0.0,37.0,1.0,True,True,False,1.0,1.5895713567733765,2.835201602923409,-0.33858522772789,27.602680206298828,28.687435150146484,29.63334274291992,30.2100528717041,31.762119674682616,28.0,37.0,1.0,1.0,1.0,0.8386272192001343,0.3284939527511596,0.977407157421112,17.0,496.6940002441406,99,23,,True,,False,False,False,False,False,False,insar_roof_only_strict
100,0,8,24,1,117,38.20230865478516,grubbs_top,building_height_grubbs_top_m,4.719103813171387,-4.4901885986328125,-0.2613271474838257,4.719103813171387,24.96617603302002,25.69353199005127,25.94446182250977,26.17227458953857,38.20230865478516,38.20230865478516,0.0,151.0,1.0,True,True,False,1.0,2.262381792068481,3.3450171250475838,0.9039096832275392,8.719103813171387,28.96617603302002,29.69353199005127,29.94446182250977,30.17227458953857,4.0,151.0,1.0,1.0,1.0,0.8498742580413818,0.3274497389793396,0.548477292060852,18.0,561.0567016601562,100,24,,True,,False,False,False,False,False,False,insar_roof_only_strict
101,0,2,6,2,118;548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
102,0,8,24,1,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
103,0,8,24,3,120;121;124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
104,0,8,24,2,122;123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
105,0,5,15,1,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
106,0,8,24,1,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
107,0,6,18,1,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
108,0,7,21,2,128;130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
109,0,8,24,2,129;131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
110,0,7,21,1,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
111,0,7,21,1,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
112,0,7,21,1,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
113,0,7,21,1,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
114,0,7,21,1,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
115,0,7,21,1,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
116,0,7,21,1,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
117,0,8,24,1,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
118,0,7,21,1,141,5.786811828613281,grubbs_top,building_height_grubbs_top_m,1.887023687362671,0.1470103740692138,0.8436586856842041,1.8897008895874023,2.721709728240967,3.938991975784301,4.270963287353516,4.500581359863281,5.786811828613281,5.786811828613281,0.0,27.0,0.1289567448865107,True,True,False,0.1289567616273754,2.4494497776031494,2.698070722047008,1.8897008895874023,5.889700889587402,6.721709728240967,7.938991975784301,8.270963287353517,8.500581359863281,4.0,27.0,1.0,1.0,1.0,0.8330973386764526,0.3369075357913971,0.4332442283630371,14.0,330.54400634765625,118,42,,True,,False,False,False,False,False,False,insar_roof_only_strict
119,0,6,18,1,142,14.939090728759766,grubbs_top,building_height_grubbs_top_m,5.967500686645508,1.3070255279541017,2.6677732467651367,5.967500686645508,9.61853551864624,12.380185508728028,12.52944679260254,13.5371826171875,14.939090728759766,14.939090728759766,0.0,20.0,0.5401664163431308,True,True,False,0.540166429836133,1.856661438941956,2.556581334492762,4.874146223068237,9.967500686645508,13.61853551864624,16.380185508728026,16.529446792602542,17.5371826171875,4.0,20.0,1.0,1.0,1.0,0.8345931768417358,0.3421678841114044,0.481532871723175,15.0,305.41876220703125,119,43,,True,,False,False,False,False,False,False,insar_roof_only_strict
120,0,7,21,1,143,22.73303985595703,grubbs_top,building_height_grubbs_top_m,21.632192611694336,16.955773639678956,19.323692321777344,21.51871681213379,22.50113248825073,22.57023181915283,22.6776985168457,22.68363256454468,22.73303985595703,22.73303985595703,0.0,20.0,1.0,True,True,False,1.0,0.8091955184936523,2.556581334492762,0.518717035651207,25.51871681213379,26.50113248825073,26.57023181915283,26.6776985168457,26.68363256454468,25.0,20.0,1.0,1.0,1.0,0.8324518203735352,0.350472092628479,0.436888039112091,15.0,368.5443115234375,120,44,,True,,False,False,False,False,False,False,insar_roof_only_strict
121,0,6,18,1,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
122,0,8,24,4,145;146;148;147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
123,0,7,21,2,149;150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
124,0,7,21,2,151;152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
125,0,7,21,2,153;154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
126,0,1,3,1,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
127,0,7,21,1,156,23.894887924194336,grubbs_top,building_height_grubbs_top_m,-3.4487786293029785,-13.554471588134763,-6.38008189201355,-3.4487786293029785,8.56424617767334,19.39465618133545,20.332986068725585,20.834981536865232,23.894887924194336,23.894887924194336,0.0,35.0,0.7179676507616822,True,True,False,0.7179676775182425,1.9951305389404297,2.811781880168149,-3.987813234329224,0.5512213706970215,12.56424617767334,23.39465618133545,24.332986068725585,24.834981536865232,4.0,35.0,1.0,1.0,1.0,0.846396267414093,0.3405531644821167,1.0289180278778076,17.0,496.6940002441406,127,51,,True,,False,False,False,False,False,False,insar_roof_only_strict
128,0,7,21,1,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
129,0,7,21,1,158,24.452709197998047,grubbs_top,building_height_grubbs_top_m,-2.4594650268554688,-7.376620793342591,-4.725535035133362,-2.459464907646179,18.72153854370117,22.549163627624512,23.7291561126709,24.094636726379395,24.452709197998047,24.452709197998047,0.0,28.0,1.0,True,True,False,1.0,1.6140018701553345,2.714458787361858,-2.7601927518844604,1.5405350923538208,22.72153854370117,26.549163627624512,27.7291561126709,28.094636726379395,4.0,28.0,1.0,1.0,1.0,0.8252793550491333,0.3511292934417724,0.5983511805534363,14.0,435.38128662109375,129,53,,True,,False,False,False,False,False,False,insar_roof_only_strict
130,0,7,21,1,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
131,0,7,21,1,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
132,0,7,21,1,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
