clean_id,Id,Floor,height,source_count,source_uids,height_insar_m,height_statistic,height_source_column,height_iqr_median_m,building_height_p05_m,building_height_p25_m,building_height_p50_m,building_height_p75_m,building_height_p85_m,building_height_p90_m,building_height_p95_m,building_height_max_m,building_height_grubbs_top_m,grubbs_top_removed_count,grubbs_top_remaining_count,grubbs_top_last_p,grubbs_top_reliable,max_height_reliable,max_height_reject_outlier,max_height_grubbs_p,max_height_grubbs_g,max_height_grubbs_gcrit,dem_error_median_m,roof_elevation_median_m,roof_elevation_p75_m,roof_elevation_p85_m,roof_elevation_p90_m,roof_elevation_p95_m,reference_elevation_median_m,pixel_count_used,point_count,island_count,max_island_uid_count,median_coherence,median_amplitude_dispersion,lgr_rmse_rad,valid_pairs_median,bperp_span_median,source_touying_fids,source_islands,prior_gap_m,has_insar_height,height_prior_m,review_multi_clean_id_island,review_negative_height,review_extreme_height,review_unreliable_max_height,review_large_prior_gap,qc_review,height_source
889,0,8,24,1,1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
890,0,8,24,1,1136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
891,0,8,24,2,1137;1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
892,0,8,24,1,1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
893,0,8,24,1,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
894,0,7,21,2,1141;1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
895,0,7,21,3,1142;1249;1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
896,0,6,18,1,1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
897,0,14,42,1,1145,3.3235020637512207,grubbs_top,building_height_grubbs_top_m,-0.4021039009094238,-2.560142993927002,-1.27301025390625,-0.3061180114746094,0.4681887626647949,1.4968414306640625,2.311984062194824,8.189130783081055,24.32078742980957,3.3235020637512207,10.0,131.0,0.2989752242211063,True,False,True,1.5343566417413967e-09,6.1981353759765625,3.3231279491483567,-0.3117683529853821,3.693881988525391,4.468188762664795,5.496841430664063,6.311984062194824,12.189130783081056,4.0,141.0,1.0,1.0,1.0,0.8645838499069214,0.3282812833786011,0.5172368884086609,22.0,589.7933959960938,897,577,,True,,False,False,False,True,False,True,insar_roof_only_strict
898,0,9,27,1,1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
899,0,2,6,3,1147;1150;1149,16.546390533447266,grubbs_top,building_height_grubbs_top_m,-2.001814365386963,-13.601302480697631,-6.749571204185486,-2.0018144845962524,3.385887026786804,7.616160869598389,9.39489994049072,12.458885955810544,16.546390533447266,16.546390533447266,0.0,108.0,0.9622735687788776,True,True,False,0.9622736275575036,2.3437671661376958,3.235554704463716,-2.1633604764938354,1.998185515403748,7.385887026786804,11.616160869598389,13.39489994049072,16.458885955810544,4.0,108.0,1.0,1.0,1.0,0.8701403141021729,0.3063813745975494,0.7853500843048096,25.0,561.0567016601562,899,579,,True,,False,False,False,False,False,False,insar_roof_only_strict
900,0,7,21,2,1148;1151,14.083137512207031,grubbs_top,building_height_grubbs_top_m,3.288386344909668,-0.2720815658569335,1.4798250198364258,3.4579391479492188,5.577005386352539,6.7903911590576165,7.51529636383057,10.129143524169924,14.083137512207031,14.083137512207031,0.0,77.0,0.0544572552506147,True,True,False,0.0544572053039474,3.0960843563079834,3.1183205576860584,3.280678987503052,7.457939147949219,9.57700538635254,10.790391159057616,11.51529636383057,14.129143524169924,4.0,77.0,1.0,1.0,1.0,0.9123464226722716,0.3017010688781738,0.4401168823242187,30.0,613.2711791992188,900,580,,True,,False,False,False,False,False,False,insar_roof_only_strict
901,0,14,42,1,1152,13.653045654296877,grubbs_top,building_height_grubbs_top_m,-2.206385612487793,-6.348767185211182,-3.254997491836548,-1.9654653072357176,0.2072739601135254,7.29049625396728,11.09019012451172,15.603141784667953,26.49954414367676,13.653045654296877,3.0,46.0,0.0515470937227908,True,False,True,0.0022580228323421,3.629460334777832,2.949060370864467,-2.0612828731536865,2.0345346927642822,4.207273960113525,11.29049625396728,15.09019012451172,19.60314178466795,4.0,49.0,1.0,1.0,1.0,0.87628573179245,0.2740044593811035,1.0797216892242432,15.0,521.2033081054688,901,581,,True,,False,False,False,True,False,True,insar_roof_only_strict
902,0,5,15,1,1153,21.160552978515625,grubbs_top,building_height_grubbs_top_m,-5.02035665512085,-15.604168701171874,-9.325075149536133,-4.99954891204834,3.8625502586364746,10.680441761016846,14.618302917480484,17.888977622985838,47.00215530395508,21.160552978515625,2.0,73.0,0.5122442914409586,True,False,True,0.0017708134510741,3.8606786727905273,3.1088847965130726,-5.02035665512085,-0.9995489120483398,7.862550258636475,14.680441761016846,18.618302917480484,21.88897762298584,4.0,75.0,1.0,1.0,1.0,0.8839839696884155,0.3347198069095611,0.8296214938163757,14.0,478.9831848144531,902,582,,True,,False,False,False,True,False,True,insar_roof_only_strict
903,0,4,12,2,1154;1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
904,0,8,24,2,1155;1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
905,0,1,3,1,1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,no_strict_insar_solution
906,0,10,30,2,1158;1160,34.499305725097656,grubbs_top,building_height_grubbs_top_m,7.422428131103516,-9.68441581726074,-1.204277276992798,7.422428131103516,20.813819885253903,24.775428390502928,26.215303039550783,29.63239669799804,34.499305725097656,34.499305725097656,0.0,107.0,1.0,True,True,False,1.0,1.9735746383666992,3.2324266934216785,3.2112770080566406,11.422428131103516,24.813819885253903,28.775428390502928,30.215303039550783,33.63239669799804,8.929783821105957,107.0,1.0,1.0,1.0,0.8867385387420654,0.2789483070373535,0.9044436812400818,23.0,477.1289978027344,906,585,,True,,False,False,False,False,False,False,insar_roof_only_strict
