clean_id,height_network48_m,phase_sigma_network48_rad,roof_iqr_network48_m,support_points,ground_points,unwrap_valid_support_points,gamma_sbas_output_points,points_after_iqr,median_mean_coherence,height_network36_m,phase_sigma_network36_rad,roof_iqr_network36_m,network_height_difference_m,absolute_network_height_difference_m,insar_height_m,median_phase_sigma_rad,roof_height_iqr_m,solution_source,filled_from_prior,insar_only,paper_median_height_m,upper_plateau_applied,upper_plateau_point_jaccard,upper_plateau_network_difference_m,aggregation_extension,upper_plateau_uplift_m
187,24.38037469983101,0.2080660313367843,1.9162335395812988,21,18,20,20,20.0,0.7815351077976326,25.6098681986332,0.2408538907766342,2.956768035888672,1.2294934988021886,1.2294934988021886,24.9951214492321,0.2244599610567092,2.4365007877349854,GAMMA_equal_network48_36_consensus,0,0,24.9951214492321,0,,,paper_IQR_median,0.0
188,10.16613268852234,0.2459432631731033,1.878464698791504,14,40,13,13,11.0,0.7707579781611761,9.296452045440674,0.2904545664787292,4.23010778427124,-0.8696806430816668,0.8696806430816668,9.731292366981506,0.2681989148259162,3.054286241531372,GAMMA_equal_network48_36_consensus,0,0,9.731292366981506,0,,,paper_IQR_median,0.0
189,21.707843273878098,0.3262052536010742,1.8704795837402344,20,34,19,19,19.0,0.7596659486492475,23.12268641591072,0.384291410446167,3.4954404830932617,1.4148431420326233,1.4148431420326233,22.41526484489441,0.3552483320236206,2.682960033416748,GAMMA_equal_network48_36_consensus,0,0,22.41526484489441,0,,,paper_IQR_median,0.0
190,6.186487674713135,0.1583782956004142,4.13909387588501,25,36,24,24,24.0,0.8207142148166895,6.128558158874512,0.2272461801767349,1.3499603271484375,-0.057929515838623,0.057929515838623,6.157522916793823,0.1928122378885745,2.744527101516724,GAMMA_equal_network48_36_consensus,0,0,6.157522916793823,0,,,paper_IQR_median,0.0
192,12.469086784869432,0.3347013592720032,2.566981613636017,10,40,9,9,9.0,0.7667837652067343,11.908128023147585,0.4480740129947662,2.407242178916931,-0.5609587617218477,0.5609587617218477,12.188607404008508,0.3913876861333847,2.487111896276474,GAMMA_equal_network48_36_consensus,0,0,12.188607404008508,0,,,paper_IQR_median,0.0
194,22.973052978515625,0.1156957373023033,2.783453941345215,77,40,29,29,7.0,0.8111914203812679,21.013599395751953,0.1425351649522781,2.9529237747192383,-1.9594535827636719,1.9594535827636719,21.99332618713379,0.12342237308621407,1.8645415306091309,GAMMA_equal_network48_36_consensus,0,0,19.73992240428925,1,1.0,1.9594535827636719,dual_network_spatial_upper_plateau,2.25340378284454
195,25.006519615650177,0.2338727712631225,1.784646987915039,54,40,49,49,45.0,0.907032830019792,23.121672451496124,0.338655561208725,3.2918052673339844,-1.8848471641540527,1.8848471641540527,24.06409603357315,0.2862641662359237,2.538226127624512,GAMMA_equal_network48_36_consensus,0,0,24.06409603357315,0,,,paper_IQR_median,0.0
199,18.957345962524414,0.3414180278778076,4.319088935852051,65,40,59,59,14.0,0.8026901024083296,19.137422561645508,0.4456574320793152,5.390753746032715,0.18007659912109375,0.18007659912109375,19.04738426208496,0.46497420221567154,1.372307538986206,GAMMA_equal_network48_36_consensus,0,0,14.34146025404334,1,1.0,0.18007659912109375,dual_network_spatial_upper_plateau,4.70592400804162
205,14.742668628692629,0.1390433460474014,4.082384765148163,11,40,11,11,11.0,0.7836212900777658,14.196719884872437,0.517501175403595,2.0334938764572144,-0.5459487438201922,0.5459487438201922,14.469694256782532,0.3282722607254982,3.0579393208026886,GAMMA_equal_network48_36_consensus,0,0,14.469694256782532,0,,,paper_IQR_median,0.0
211,15.53505802154541,0.0688589140772819,4.873706817626953,25,40,25,25,9.0,0.8576532788574696,15.392230987548828,0.2360133826732635,5.194880485534668,-0.14282703399658203,0.14282703399658203,15.46364450454712,0.2943180575966835,1.0174245834350586,GAMMA_equal_network48_36_consensus,0,0,13.3367338180542,1,1.0,0.14282703399658203,dual_network_spatial_upper_plateau,2.12691068649292
212,8.818999364972115,0.1399180591106414,1.104112148284912,12,40,12,12,12.0,0.7959921633203824,9.094745114445686,0.1573485732078552,1.1881628036499023,0.2757457494735718,0.2757457494735718,8.9568722397089,0.1486333161592483,1.1461374759674072,GAMMA_equal_network48_36_consensus,0,0,8.9568722397089,0,,,paper_IQR_median,0.0
214,8.54834470152855,0.1064699776470661,5.446507453918457,18,40,18,18,18.0,0.7961806339832643,7.996478073298931,0.1306188963353634,4.917585909366608,-0.5518666282296181,0.5518666282296181,8.27241138741374,0.1185444369912147,5.182046681642532,GAMMA_equal_network48_36_consensus,0,0,8.27241138741374,0,,,paper_IQR_median,0.0
215,25.39380097389221,0.5657361745834351,4.974689960479736,20,40,20,20,20.0,0.7941943599532049,24.343060731887817,0.6965205371379852,4.794644355773926,-1.050740242004391,1.050740242004391,24.86843085289001,0.6311283558607101,4.884667158126831,GAMMA_equal_network48_36_consensus,0,0,24.86843085289001,0,,,paper_IQR_median,0.0
216,9.19384679198265,0.0786790549755096,2.6924920082092285,40,40,39,39,39.0,0.8888921588659286,9.10276973247528,0.1024811863899231,2.521921157836914,-0.09107705950737,0.09107705950737,9.148308262228966,0.0905801206827163,2.6072065830230717,GAMMA_equal_network48_36_consensus,0,0,9.148308262228966,0,,,paper_IQR_median,0.0
221,22.512354850769043,0.5111772119998932,1.3649559020996094,11,40,11,11,10.0,0.7724554367984334,21.84963819384575,0.2974992170929909,1.7727479934692385,-0.6627166569232941,0.6627166569232941,22.1809965223074,0.404338214546442,1.5688519477844238,GAMMA_equal_network48_36_consensus,0,0,22.1809965223074,0,,,paper_IQR_median,0.0
223,13.522883772850037,0.2124077081680297,5.162922859191895,40,40,38,38,38.0,0.8142077041169007,13.789097338914871,0.2257282212376594,3.759566307067871,0.2662135660648346,0.2662135660648346,13.655990555882454,0.2190679647028445,4.461244583129883,GAMMA_equal_network48_36_consensus,0,0,13.655990555882454,0,,,paper_IQR_median,0.0
226,14.882510274648666,0.1698560267686844,1.7493562698364258,85,40,80,80,73.0,0.8482385004560152,16.213778376579285,0.1460586935281753,1.3570852279663086,1.3312681019306185,1.3312681019306185,15.548144325613976,0.1579573601484298,1.5532207489013672,GAMMA_equal_network48_36_consensus,0,0,15.548144325613976,0,,,paper_IQR_median,0.0
228,1.061384156346321,0.210560068488121,1.245605155825615,4,40,4,4,4.0,0.7924038312242676,1.9579526782035828,0.1529902145266533,1.5626937597990036,0.8965685218572617,0.8965685218572617,1.509668417274952,0.1817751415073871,1.4041494578123093,GAMMA_equal_network48_36_consensus,0,0,1.509668417274952,0,,,paper_IQR_median,0.0
229,21.666810274124146,0.2540104389190674,2.8794145584106445,63,40,61,61,60.0,0.7885208673154314,19.92381072044373,0.467969000339508,2.944575309753418,-1.7429995536804164,1.7429995536804164,20.795310497283936,0.3609897196292877,2.9119949340820312,GAMMA_equal_network48_36_consensus,0,0,20.795310497283936,0,,,paper_IQR_median,0.0
231,8.55666571855545,0.128184899687767,3.7380659580230713,66,40,63,63,62.0,0.8680400252342224,10.26625056564808,0.1063803136348724,4.668515682220459,1.7095848470926305,1.7095848470926305,9.411458142101765,0.1172826066613197,4.203290820121765,GAMMA_equal_network48_36_consensus,0,0,9.411458142101765,0,,,paper_IQR_median,0.0
232,18.18985539674759,0.1871204078197479,5.611250877380371,63,40,63,63,63.0,0.8355973667154709,17.286662057042122,0.2388114184141159,6.518896102905273,-0.9031933397054672,0.9031933397054672,17.738258726894855,0.2129659131169319,6.065073490142822,GAMMA_equal_network48_36_consensus,0,0,17.738258726894855,0,,,paper_IQR_median,0.0
233,24.78730569779873,0.3032743483781814,2.9584879875183105,83,40,82,82,80.0,0.8629242647439241,24.807443007826805,0.4132985472679138,3.289949893951416,0.0201373100280761,0.0201373100280761,24.797374352812767,0.3582864478230476,3.1242189407348637,GAMMA_equal_network48_36_consensus,0,0,24.797374352812767,0,,,paper_IQR_median,0.0
235,23.0717857927084,0.3068787008523941,3.505289077758789,27,40,27,27,26.0,0.8015079914281766,22.711791329085827,0.5133847594261169,2.932926177978516,-0.3599944636225736,0.3599944636225736,22.891788560897112,0.4101317301392555,3.2191076278686523,GAMMA_equal_network48_36_consensus,0,0,22.891788560897112,0,,,paper_IQR_median,0.0
236,9.552201271057127,0.1203429885208606,3.01075541973114,70,40,68,68,60.0,0.8127462401365241,9.980446100234984,0.2441389560699463,4.169833540916443,0.4282448291778564,0.4282448291778564,9.766323685646055,0.1822409722954034,3.5902944803237915,GAMMA_equal_network48_36_consensus,0,0,9.766323685646055,0,,,paper_IQR_median,0.0
239,8.98682713508606,0.1506469324231147,2.1167197227478027,27,40,27,27,26.0,0.8077688844253619,7.532525420188904,0.1412763148546219,3.312009334564209,-1.4543017148971558,1.4543017148971558,8.259676277637482,0.1459616236388682,2.714364528656006,GAMMA_equal_network48_36_consensus,0,0,8.259676277637482,0,,,paper_IQR_median,0.0
240,9.98969680070877,0.1109276488423347,2.781343460083008,19,40,19,19,19.0,0.8344236916551987,7.0274897813797,0.1486839652061462,2.207241535186768,-2.962207019329071,2.962207019329071,8.508593291044235,0.1298058070242404,2.494292497634888,GAMMA_equal_network48_36_consensus,0,0,8.508593291044235,0,,,paper_IQR_median,0.0
245,6.214038372039795,0.0371753890067338,5.352235794067383,14,40,14,14,14.0,0.7783605953057607,5.858457088470459,0.068959791213274,4.835225582122803,-0.3555812835693359,0.3555812835693359,6.036247730255127,0.0530675901100039,5.093730688095093,GAMMA_equal_network48_36_consensus,0,0,6.036247730255127,0,,,paper_IQR_median,0.0
248,2.684733390808105,0.1324909180402755,1.187821626663208,31,40,28,28,25.0,0.7921746236582597,2.935733795166016,0.1336108706891536,1.1206090450286863,0.251000404357911,0.251000404357911,2.8102335929870605,0.1330508943647145,1.1542153358459473,GAMMA_equal_network48_36_consensus,0,0,2.8102335929870605,0,,,paper_IQR_median,0.0
249,4.230507850646973,0.197003960609436,1.833230137825012,23,40,21,21,21.0,0.7681142191092173,4.020743370056152,0.2039790228009224,1.8400638103485107,-0.2097644805908203,0.2097644805908203,4.1256256103515625,0.2004914917051792,1.8366469740867613,GAMMA_equal_network48_36_consensus,0,0,4.1256256103515625,0,,,paper_IQR_median,0.0
250,16.285421460866928,0.2745956033468246,2.913353204727173,68,40,64,64,62.0,0.7913875758337477,14.896636962890623,0.5210124254226685,3.661102533340454,-1.3887844979763049,1.3887844979763049,15.591029211878777,0.3978040143847465,3.287227869033813,GAMMA_equal_network48_36_consensus,0,0,15.591029211878777,0,,,paper_IQR_median,0.0
252,34.58324012160301,0.4898980855941772,6.229011535644531,30,40,29,29,29.0,0.8322251078983148,34.993292808532715,0.6061831712722778,4.554464340209961,0.4100526869297027,0.4100526869297027,34.78826646506786,0.5480406284332275,5.391737937927246,GAMMA_equal_network48_36_consensus,0,0,34.78826646506786,0,,,paper_IQR_median,0.0
272,18.78081226348877,0.1536808609962463,3.058691024780273,28,40,27,27,27.0,0.8080397242059311,19.601130962371823,0.2513557076454162,2.415455818176269,0.8203186988830531,0.8203186988830531,19.190971612930294,0.2025182843208312,2.737073421478271,GAMMA_equal_network48_36_consensus,0,0,19.190971612930294,0,,,paper_IQR_median,0.0
273,25.21015775203705,0.4578735828399658,3.9027633666992174,5,40,5,5,5.0,0.7641679390023152,22.78102397918701,0.4503562450408935,5.371957778930664,-2.4291337728500366,2.4291337728500366,23.99559086561203,0.4541149139404297,4.637360572814941,GAMMA_equal_network48_36_consensus,0,0,23.99559086561203,0,,,paper_IQR_median,0.0
277,5.840963175985962,0.4219755828380584,1.668644306017086,6,40,6,6,6.0,0.7668884691471854,7.058297038078308,0.540821373462677,1.4097172319889069,1.217333862092346,1.217333862092346,6.449630107032135,0.4813984781503677,1.5391807690029964,GAMMA_equal_network48_36_consensus,0,0,6.449630107032135,0,,,paper_IQR_median,0.0
286,27.23845744132996,0.3395112007856369,3.2344236373901367,7,40,6,6,6.0,0.7918741625423232,26.36803662776947,0.3133427053689956,2.621119499206543,-0.8704208135604894,0.8704208135604894,26.803247034549717,0.3264269530773163,2.92777156829834,GAMMA_equal_network48_36_consensus,0,0,26.803247034549717,0,,,paper_IQR_median,0.0
292,45.425617434084415,0.3853832483291626,1.0876121520996094,65,40,15,15,14.0,0.8470391513158878,45.91914933361113,0.6488330960273743,1.212545394897461,0.4935318995267153,0.4935318995267153,45.67238338384777,0.5171081721782684,1.1500787734985352,GAMMA_equal_network48_36_consensus,0,0,45.67238338384777,0,,,paper_IQR_median,0.0
312,12.036016881465912,0.203416645526886,3.955142974853516,22,40,22,22,21.0,0.7826919928193092,11.759259402751924,0.2382616996765136,2.8778483867645264,-0.2767574787139875,0.2767574787139875,11.897638142108915,0.2208391726016997,3.416495680809021,GAMMA_equal_network48_36_consensus,0,0,11.897638142108915,0,,,paper_IQR_median,0.0
315,12.089732825756071,0.1083556711673736,1.8800609111785889,10,40,10,10,10.0,0.7867136523127556,12.500278890132904,0.144515261054039,2.1340081691741943,0.4105460643768328,0.4105460643768328,12.295005857944489,0.1264354661107063,2.007034540176392,GAMMA_equal_network48_36_consensus,0,0,12.295005857944489,0,,,paper_IQR_median,0.0
342,51.21976161003113,0.3381099104881286,1.726823806762695,26,40,11,11,11.0,0.798173456142346,49.45951592922211,0.5981140732765198,2.344266891479492,-1.760245680809021,1.760245680809021,50.33963876962662,0.4681119918823242,2.0355453491210938,GAMMA_equal_network48_36_consensus,0,0,50.33963876962662,0,,,paper_IQR_median,0.0
344,22.227930068969727,0.1856702789664268,1.7348527908325195,94,40,92,92,86.0,0.8373905153324206,20.87326097488404,0.2102989554405212,2.131087303161621,-1.3546690940856898,1.3546690940856898,21.55059552192688,0.197984617203474,1.9329700469970703,GAMMA_equal_network48_36_consensus,0,0,21.55059552192688,0,,,paper_IQR_median,0.0
346,21.947243690490723,0.2050674557685852,0.7850613594055176,10,40,10,10,9.0,0.8413698089619478,20.2695152759552,0.0945545732975006,0.745814323425293,-1.6777284145355225,1.6777284145355225,21.10837948322296,0.1498110145330429,0.7654378414154053,GAMMA_equal_network48_36_consensus,0,0,21.10837948322296,0,,,paper_IQR_median,0.0
349,13.546954035758972,0.1390467584133148,1.5766334533691406,25,40,15,15,13.0,0.8210097004969915,13.20773458480835,0.1357119679450988,2.752038955688477,-0.3392194509506225,0.3392194509506225,13.37734431028366,0.1373793631792068,2.1643362045288086,GAMMA_equal_network48_36_consensus,0,0,13.37734431028366,0,,,paper_IQR_median,0.0
373,20.38372683525085,0.1861188262701034,1.5023484230041504,8,40,8,8,7.0,0.8238306045532227,17.954104900360107,0.2152070850133896,1.4443120956420898,-2.4296219348907435,2.4296219348907435,19.16891586780548,0.2006629556417465,1.47333025932312,GAMMA_equal_network48_36_consensus,0,0,19.16891586780548,0,,,paper_IQR_median,0.0
377,19.04387366771698,0.0921085998415947,1.149704933166504,7,40,7,7,7.0,0.7840178447465102,15.50634741783142,0.2560066282749176,1.6993818283081057,-3.537526249885561,3.537526249885561,17.2751105427742,0.1740576140582561,1.424543380737305,GAMMA_equal_network48_36_consensus,0,0,17.2751105427742,0,,,paper_IQR_median,0.0
381,20.99214923381805,0.1519150957465171,2.9529895782470703,6,40,6,6,6.0,0.7631361248592535,18.696011304855347,0.1982973217964172,3.3865857124328613,-2.296137928962704,2.296137928962704,19.8440802693367,0.1751062087714671,3.169787645339966,GAMMA_equal_network48_36_consensus,0,0,19.8440802693367,0,,,paper_IQR_median,0.0
439,10.487300038337708,0.2019726932048797,5.148327827453613,58,30,55,55,55.0,0.7869781653086344,10.081881761550903,0.3096637725830078,5.146971702575684,-0.4054182767868042,0.4054182767868042,10.284590899944304,0.2558182328939438,5.147649765014648,GAMMA_equal_network48_36_consensus,0,0,10.284590899944304,0,,,paper_IQR_median,0.0
440,13.564157962799072,0.2086141109466552,1.6015195846557615,16,40,15,15,13.0,0.7617340305199226,13.74185860157013,0.2017646953463554,3.419841289520264,0.1777006387710571,0.1777006387710571,13.6530082821846,0.2051894031465053,2.5106804370880127,GAMMA_equal_network48_36_consensus,0,0,13.6530082821846,0,,,paper_IQR_median,0.0
441,15.11790931224823,0.3442566990852356,5.241115570068359,35,40,33,33,33.0,0.7861633369078239,16.070874333381653,0.3996438682079315,5.761495590209961,0.9529650211334229,0.9529650211334229,15.59439182281494,0.3719502836465835,5.50130558013916,GAMMA_equal_network48_36_consensus,0,0,15.59439182281494,0,,,paper_IQR_median,0.0
465,12.300312042236328,0.0687991678714752,4.951504707336426,8,29,7,7,7.0,0.761184586212039,8.557419061660767,0.0867759883403778,2.943176746368408,-3.7428929805755615,3.7428929805755615,10.428865551948547,0.0777875781059265,3.947340726852417,GAMMA_equal_network48_36_consensus,0,0,10.428865551948547,0,,,paper_IQR_median,0.0
471,10.534455180168152,0.1351712495088577,3.686901092529297,38,40,37,37,37.0,0.7917093072707454,10.944334149360657,0.1440500319004058,4.565717697143555,0.4098789691925049,0.4098789691925049,10.739394664764404,0.1396106407046317,4.126309394836426,GAMMA_equal_network48_36_consensus,0,0,10.739394664764404,0,,,paper_IQR_median,0.0
491,16.43767499923706,0.4342332780361175,3.7109642028808594,15,40,15,15,15.0,0.7899448995788892,17.07770538330078,0.3580002188682556,3.025247573852539,0.6400303840637207,0.6400303840637207,16.75769019126892,0.3961167484521866,3.368105888366699,GAMMA_equal_network48_36_consensus,0,0,16.75769019126892,0,,,paper_IQR_median,0.0
492,16.62596321105957,0.2736343443393707,4.502192974090576,12,40,11,11,5.0,0.7678916547447443,16.388790130615234,0.2994930446147918,5.080105304718018,-0.23717308044433594,0.23717308044433594,16.507376670837402,0.34070737659931183,1.2804408073425293,GAMMA_equal_network48_36_consensus,0,0,12.328942716121674,1,1.0,0.23717308044433594,dual_network_spatial_upper_plateau,4.178433954715729
493,15.474870443344116,0.1369546055793762,4.007396697998047,27,40,27,27,27.0,0.7815030335138241,16.61040222644806,0.2038464099168777,4.542400360107422,1.1355317831039429,1.1355317831039429,16.042636334896088,0.1704005077481269,4.274898529052734,GAMMA_equal_network48_36_consensus,0,0,16.042636334896088,0,,,paper_IQR_median,0.0
494,14.556042194366457,0.1271761804819107,2.3642654418945312,39,40,39,39,37.0,0.7808469117929538,15.71280300617218,0.1131749153137207,2.9470510482788086,1.156760811805723,1.156760811805723,15.134422600269318,0.1201755478978157,2.65565824508667,GAMMA_equal_network48_36_consensus,0,0,15.134422600269318,0,,,paper_IQR_median,0.0
506,15.77656602859497,0.2321820706129074,3.641796112060547,10,40,9,9,9.0,0.7606412457923094,15.854024052619934,0.1093582808971405,3.442483901977539,0.0774580240249633,0.0774580240249633,15.815295040607452,0.1707701757550239,3.542140007019043,GAMMA_equal_network48_36_consensus,0,0,15.815295040607452,0,,,paper_IQR_median,0.0
509,12.662921786308289,0.1483643949031829,5.389503479003906,23,40,21,21,21.0,0.8109763662020365,13.410977482795715,0.1658830642700195,4.896103858947754,0.7480556964874268,0.7480556964874268,13.036949634552002,0.1571237295866012,5.14280366897583,GAMMA_equal_network48_36_consensus,0,0,13.036949634552002,0,,,paper_IQR_median,0.0
510,11.114107608795166,0.1690288782119751,1.2734739780426023,7,40,7,7,7.0,0.8141672822336355,10.737807750701904,0.2489657551050186,1.7794053554534912,-0.3762998580932617,0.3762998580932617,10.925957679748535,0.2089973166584968,1.5264396667480469,GAMMA_equal_network48_36_consensus,0,0,10.925957679748535,0,,,paper_IQR_median,0.0
511,7.657709121704102,0.0898484922945499,3.569496154785156,34,40,34,34,34.0,0.7908604489639401,7.051083564758301,0.1383294388651847,4.0810418128967285,-0.6066255569458008,0.6066255569458008,7.354396343231201,0.1140889655798673,3.8252689838409424,GAMMA_equal_network48_36_consensus,0,0,7.354396343231201,0,,,paper_IQR_median,0.0
518,17.12097203731537,0.2165445834398269,3.361083030700684,10,40,9,9,9.0,0.7750076098988453,16.04533362388611,0.1714517921209335,1.525130271911621,-1.0756384134292605,1.0756384134292605,16.58315283060074,0.1939981877803802,2.4431066513061523,GAMMA_equal_network48_36_consensus,0,0,16.58315283060074,0,,,paper_IQR_median,0.0
523,15.917561531066896,0.2486450970172882,1.82131576538086,33,40,33,33,31.0,0.8163273005435864,15.11706519126892,0.0912668257951736,1.7531538009643557,-0.8004963397979772,0.8004963397979772,15.517313361167908,0.1699559614062309,1.7872347831726076,GAMMA_equal_network48_36_consensus,0,0,15.517313361167908,0,,,paper_IQR_median,0.0
528,20.96392059326172,0.3137439787387848,4.7426605224609375,9,40,9,9,9.0,0.7860198840498924,19.819700956344604,0.3543373048305511,1.3723125457763672,-1.1442196369171145,1.1442196369171145,20.39181077480316,0.3340406417846679,3.0574865341186523,GAMMA_equal_network48_36_consensus,0,0,20.39181077480316,0,,,paper_IQR_median,0.0
530,19.60824227333069,0.1473907977342605,4.170578241348267,22,40,9,9,8.0,0.8012286915133396,17.694878101348877,0.3766527473926544,4.131324768066406,-1.9133641719818115,1.9133641719818115,18.651560187339783,0.2620217725634575,4.150951504707336,GAMMA_equal_network48_36_consensus,0,0,18.651560187339783,0,,,paper_IQR_median,0.0
534,19.88990092277527,0.2645067274570465,5.166049957275391,12,40,11,11,11.0,0.7701196993390719,18.505535364151,0.2630625069141388,2.865045547485352,-1.3843655586242676,1.3843655586242676,19.19771814346313,0.2637846171855926,4.015547752380371,GAMMA_equal_network48_36_consensus,0,0,19.19771814346313,0,,,paper_IQR_median,0.0
535,14.907873630523682,0.1737072393298149,2.856164932250977,15,24,12,12,12.0,0.7816621478026111,15.905046939849854,0.2607496976852417,2.973201274871826,0.997173309326172,0.997173309326172,15.406460285186768,0.2172284685075283,2.9146831035614014,GAMMA_equal_network48_36_consensus,0,0,15.406460285186768,0,,,paper_IQR_median,0.0
