-7.72710000000000	12
-36.2210000000000	24
-35.4659000000000	36
-47.2745000000000	48
-28.4939000000000	12
-27.7388000000000	24
-39.5474000000000	36
0.755100000000000	12
-11.0535000000000	24
-31.2768000000000	48
-101.374700000000	60
-11.8086000000000	12
-32.0319000000000	36
-102.129800000000	48
-20.2233000000000	24
-90.3212000000000	36
193.676200000000	60
33.0700000000000	72
-70.0979000000000	12
213.899500000000	36
53.2933000000000	48
283.997400000000	24
123.391200000000	36
221.030000000000	132
181.189400000000	144
-160.606200000000	12
-62.9674000000000	108
-102.808000000000	120
97.6388000000000	96
57.7982000000000	108
128.760300000000	120
-88.5477000000000	132
-39.8406000000000	12
31.1215000000000	24
-186.186500000000	36
70.9621000000000	12
-146.345900000000	24
-46.3179000000000	36
-316.292600000000	48
-217.308000000000	12
-117.280000000000	24
-387.254700000000	36
100.028000000000	12
-169.946700000000	24
15.9460000000000	36
121.491600000000	48
-269.974700000000	12
-84.0820000000000	24
21.4636000000000	36
67.9728000000000	48
185.892700000000	12
291.438300000000	24
337.947500000000	36
105.545600000000	12
152.054800000000	24
46.5092000000000	12
