building_uid,island_label,selected_pixel_count,iqr_retained_pixel_count,insar_height_above_anchor_m,insar_height_iqr_m,median_velocity_m_per_year,median_phase_residual_rms_rad,median_height_sigma_m
65283,47,103,103,26.36485318395126,31.06371931674493,-0.0010321277037010955,0.3498445051549156,1.1797534437815567
65284,48,56,56,13.617695671583567,16.68012306804141,-0.001501397832362789,0.2784188710320695,0.9340901865191844
65285,49,95,95,26.248344530818176,31.015569524251212,0.0004780514123647137,0.3101148171554384,1.0360780158266807
65286,50,76,75,-1.0713319527758258,5.5051369902733605,-0.024336753571932754,4.44082001989591,15.858001888342503
65288,52,12,10,57.66625012695643,2.327605575414019,0.017097176771542953,4.799561791354507,17.227781378697166
65289,53,27,26,27.144089474131807,5.623475951195932,-0.003196458983459766,3.50363326614847,10.712830702055143
65296,54,177,171,87.6674277952282,28.447613649699775,-0.052064173222721506,2.4848561756604552,8.763047269935766
65297,55,308,308,51.889822167251104,39.41690943809702,0.028215756380851456,2.905617328145455,9.446923820332053
65298,56,91,72,16.3804146176277,10.904146765549186,-0.001322277073458294,0.3745398067977671,1.3039310830467414
65299,57,140,140,48.0891786647819,55.475801230416906,-0.0018328620266484456,1.3147816457580466,1.9843444535999994
65300,58,92,87,60.727823290177604,13.311528761823325,-0.002157565597593698,0.7321873775123199,2.516499664565842
65301,59,27,27,21.45809868729978,34.499243440308604,-0.0015252296794200516,0.3316512156343329,1.2215172619933758
65304,60,206,184,33.49330045011969,9.23433803006538,-0.011350659893328733,2.830032048879465,10.403616082676653
65311,61,381,381,28.714860679962804,37.397073197446275,-0.0025047448786083082,0.8989838425432595,1.3618466639011915
65312,62,245,245,17.013304775678947,40.33682384711154,-0.0004950012198199494,0.3372862605752332,1.1898189785028321
65313,63,18,14,-5.432953590780954,5.75553563867085,-0.0059749488445494155,1.7370603892954,6.557436266498279
65314,64,170,170,19.601689332363474,26.302516858625538,0.0009895280355478923,0.31427912225281096,1.1494382072901854
65500,65,184,184,25.879183149479353,28.033210200503518,-0.02515636145616679,2.950563852825323,7.635191239454791
65547,66,292,292,26.58038884355805,28.879966337702783,-0.00825507863721673,0.6651343950735521,2.4080334391867417
65548,67,338,338,19.463129357819483,21.440402738116465,0.0185820188458449,2.381238556680941,5.224377439273535
65692,68,14,14,2.2976443799082533,2.3625316633985345,-0.0009600043889545662,3.5371435464966603,2.617194936236001
65716,69,24,24,19.462517095249098,4.423953538389444,-0.0323273663916938,5.603489890843501,20.04351012056837
65717,70,4,3,18.39978399239596,0.8271094523482887,-0.0049128991133232415,4.043966012097887,11.781843756171801
67458,71,57,56,29.770771315186295,17.598408269949992,0.0059014084558397795,2.0516386265146185,3.595204569579135
67485,72,95,95,16.84467552332526,20.69838052832254,-0.0018709374429582036,0.25477954235164785,0.8964433963392449
67549,73,15,15,0.13478146969965385,1.4837172199530146,0.0004796465886412694,0.19426380462141887,0.6492930616462047
67634,74,128,128,34.158588164841625,51.18277932228416,-0.0012899719734596532,0.5303786650115802,1.8217724573551228
67635,75,93,93,33.91249037097582,29.832737702693915,-0.0009743844490344628,0.4650027633231571,1.527711758607471
67651,76,101,84,48.13816802662842,13.92813564122428,0.0010804626247603666,3.1310161031087738,10.283495664205585
67652,77,165,165,10.239489012590797,50.51174011710051,-0.0027371133048204447,1.7962787833671772,4.944592254636521
67653,78,157,147,9.403664404841924,10.583107892903428,-0.05649075188274425,1.8936283831400942,4.261605305134289
67654,79,115,115,38.027374236065114,43.589373062666795,-0.005501567696476445,2.0364073080656344,3.4198622687748204
67655,80,165,165,49.388955669905684,34.95283477047953,0.02786127683692148,3.045674225118285,9.502403280132667
67656,81,107,107,35.905790796716445,30.582665025406527,0.02016776868686611,1.8131183050319395,6.717753791682455
67955,82,247,244,10.093523269523306,26.963226152856485,0.0017165958817343008,3.560927239560054,3.762164858505515
67956,83,301,301,14.230861881212595,65.90107047680179,-0.004604346885709583,1.7446748856994785,3.849473174639988
67957,84,90,90,12.044167780552648,38.17357951151053,0.004521961791424373,2.319370919498545,2.5804216815101797
67958,85,134,116,13.827609599385045,7.544948523146447,0.004886087609887894,2.818179837591404,10.30986033971881
67960,86,144,124,0.6652246625381018,5.32277710337586,-0.0032522996728285287,2.400609949541882,1.532157048241332
68091,87,24,24,3.74329305679593,6.036164474921531,-0.013506447763387601,3.755931277060787,13.274532528562817
70031,88,299,299,17.64419450641885,25.504651740299117,-0.00036754209921917763,0.26088540408434735,0.8692546947142403
70032,89,148,148,9.095142042893603,28.766317042128172,0.002213199215467793,0.38428097591062726,1.1978500891607837
70040,90,218,218,18.321165703556176,24.043193446459256,-0.0053788501040089795,3.140717784822857,9.60851623110342
70203,91,234,218,2.4768043512084343,32.7777642260041,-0.003960876600282116,0.9134549587957672,3.0169623160012615
70450,92,3,3,31.452333381312577,8.075238969109385,-0.03754207440077274,4.110731666166186,15.408671848809524
70453,94,58,55,22.576016755204744,4.315744236195698,-0.003256827582579569,3.0599171060829113,2.208148006867346
70454,95,25,22,-1.1086305390352906,1.1905391103406402,3.272380421570927e-05,0.2423576003489456,0.798862844846157
70455,96,91,78,-1.5947776464745795,5.129105630272306,-0.003639390413323217,3.077500377694246,2.01578828602774
70477,97,10,10,10.935800744819899,6.990981215929523,0.0008969875218065246,2.6281312504651178,2.55190234060733
70478,98,8,8,21.04306122774462,3.58795554221485,-0.008603651234282403,4.95207346426222,18.42019336393978
70479,99,10,10,-0.16904669435615632,6.529945501345793,-0.0008084795189737433,2.097120468832836,2.733586836246545
70601,100,2,2,0.18086770462431723,2.5879407651654227,0.013456936536663217,4.977069228709196,17.353209873028934
70642,101,116,114,0.7392576863297076,21.56671346212455,-0.07183005554327795,3.4381054730602165,12.109989069535953
74956,103,98,98,18.388722285285358,25.963224254836195,0.024525824026537472,3.151778352178665,7.9281777059027485
74957,104,18,18,78.85087360393203,9.587449205258764,0.08858850091917855,6.6750179740114906,25.83994471267243
74958,105,24,24,6.839483632547638,7.688312256628191,-0.037743503551376796,4.030774234909127,11.49782405993924
74959,106,150,150,27.780612659157793,78.40807483966718,-0.004448831428711353,0.4845250076514376,1.7382324750845068
74960,107,76,76,7.658089959244162,20.899176164006196,-0.0075458027500714085,2.739034334924463,5.32752978964383
74975,108,118,118,10.663952077266863,38.494336097166496,0.0004038138394730301,1.6168536623184657,1.9954257782190874
74976,109,90,90,20.380834138072306,27.0473999990006,-0.003342024676473495,2.532152613484458,7.073890483839165
74977,110,104,104,16.18325130905743,19.421357546175624,0.0019301913174257722,2.5542423456259167,7.766488057578272
74978,111,102,102,31.431626008088493,21.591500422549124,0.08745627255933307,4.083649029870417,15.263509305918605
74979,112,58,57,36.611811838087675,4.908391726725846,0.05244034210938911,4.248365008496256,10.458240368868871
75149,113,171,141,5.601643225553929,3.8459042165072654,0.03278732013993793,4.917431908241754,12.778405385830512
75150,114,186,158,36.03373635123395,4.140249537244344,0.030443374580722563,5.098349268232372,17.638594809029943
75151,115,189,162,-1.518937391951008,4.780345843860999,0.004710571695354158,4.028997330914199,13.074445625849478
75152,116,198,170,8.871926170231738,3.003990890362717,0.0238135655335617,4.316437031670649,10.930817939323212
75153,117,212,182,30.88199670492461,4.24119738667622,0.1196373460225188,5.0045218487978085,14.698068781870925
75157,118,333,333,15.54435497055215,22.834577304195662,-0.04087336127364735,4.315502651459456,15.185111930335932
75173,119,665,665,23.81560998724399,40.33158942522681,-0.022414786404897812,3.2972252439687146,11.246109286530697
75174,120,520,520,30.305917235244337,32.26305626068368,0.007756399118218492,3.5585998623305937,12.63039883901645
75331,121,312,298,43.89519341633009,31.949758840246034,-0.033835498969052184,3.302048922737582,9.287316025946645
75339,122,102,92,47.36283231923966,22.427971579400044,0.008608365753878109,3.280019344084912,11.533921946834097
75340,123,64,64,19.76003979666057,25.99299201487736,0.01744870025524872,3.384466596070501,10.962988591343684
75378,124,20,20,47.60515912990175,6.553091633540355,-0.052480290223137,4.998468137157374,18.036406346976054
77471,125,97,97,34.290491411589784,23.112364117224292,0.019256894087589092,4.158547820116772,12.205343972426526
77472,126,24,24,5.6791072901424835,3.9168071621415397,-0.0001909034944196945,3.0060719515477508,1.4484915075495994
77640,129,24,24,32.8572654150998,2.205406632470435,0.03975273813757183,4.452465161473576,14.885776105270168
77650,130,242,224,76.57330152043863,33.07867346912436,0.0018796918828259135,1.8008479470666894,3.55484164566988
78268,131,61,54,36.96109809469756,7.59553706881205,0.00497122883228515,3.192876619053337,11.475969299790627
79578,132,11,11,-5.02664601120941,15.490645257829748,-0.00105598833825637,4.001867251184049,7.780908102496817
79980,133,253,253,39.649195150386824,59.893928291340984,0.009494056278201934,3.259969472408007,4.400371847450772
80019,134,1494,1488,158.89435709241314,65.15589055984626,-0.04129699608314315,4.250241188501003,11.645414672966666
80252,135,332,318,-0.8725023542104011,6.751262254746744,0.00015160962613416896,1.3695968310178968,1.3915373387573902
80596,136,126,126,-1.9650875068095541,11.06422018115326,-0.001794057453839692,3.262234377099154,7.3279155320725895
84813,137,363,363,46.44199866340612,57.56753338395681,-0.0006178945120679939,0.4577160081017169,1.5308345775205503
85055,138,66,64,18.028547967780433,3.1856889136483844,-0.016606729726623498,2.74316490405133,3.4899586064597674
85468,139,6,6,29.760079306001472,14.551596031460313,-0.012447085786954071,4.117114877206786,15.170770779559826
85469,140,26,26,-28.875578187363438,21.691185864451192,0.0008346200059159874,2.5715676346401306,1.9012774485115282
85477,141,75,75,13.895571213689664,14.498093454362682,0.00032854159862405973,3.1122344131051505,2.4144971808700535
85492,142,37,37,11.24963663327526,6.53528317778895,0.010527368745512408,4.536283191715444,16.461854507555007
87050,143,168,168,8.41965772772005,22.84031610310647,0.0010721570084000136,3.6647437761147943,2.349229214629542
87051,144,103,103,26.976360116073547,21.78449885814493,0.02627662890071271,4.387985727342175,15.780440296627766
87529,145,47,47,35.43713905732958,12.973154311749212,-0.04571098363135291,3.893131758751752,14.363522478928717
88679,148,2,2,-1.6942771287001461,0.32864054120031283,0.10002400998736588,4.628395466228184,16.78066352105179
88691,150,14,14,5.315691404491208,6.626827190971922,-0.012782138947678039,4.077662180173523,7.041232672936271
88693,152,27,27,53.52435102916642,4.9406226485144344,0.015512110940699996,3.8819087455113137,14.206204007582814
90501,153,2,2,31.08389779638066,1.7806259528508903,-0.04566798490290494,5.675219545486738,18.88675106898068
90522,155,30,27,23.761108756182967,5.222618721838835,0.018388380204413354,5.839100006215899,19.857507628825577
90894,156,82,81,33.28501773406241,13.33351277487104,-0.03733908065568049,2.5401729043382484,4.004574418616646
90896,157,100,81,14.299779516134173,4.6551326928551084,0.0015803617545627738,2.2773038881811116,1.6074503657195836
90904,158,199,152,-0.8480066075423833,4.934452113383827,0.015564610990513133,4.320182340130667,12.799356795323343
90921,159,13,13,6.040379787965632,7.71973215336989,0.0051481568880039005,2.2164610713656443,4.893610743327711
90922,160,6,6,13.09776880282,2.602903279227826,0.008184620525802967,2.5758978133339054,8.444922354660275
90947,161,8,8,-4.228633411523619,3.785299633077261,-0.031092093371469332,3.1582014904668707,7.405041784002423
92926,162,300,275,24.76500654583974,12.4316941916653,0.03150175819986771,3.133291343089688,10.859122039402836
92933,163,199,199,15.020775890176807,15.864202119110418,0.022606254172441807,4.667906664895863,11.016643210707128
92970,164,39,39,18.457231905845795,8.225355562431321,-0.016248875823718218,2.6106219664483885,10.104888315661412
94855,165,1145,1145,75.60067255965654,68.0902026439703,0.001348212794112244,2.0716245418006736,4.255866953282475
94911,167,4,3,25.638198837368122,0.7396162580029682,-0.007191525967358459,4.443935933256741,16.240821140540586
97340,168,711,711,39.989189286964276,67.47066794078805,0.016028683399309365,3.9423532556924648,7.635952676851954
97660,170,24,24,21.915905473213325,62.65073942302201,0.04903469377601573,3.9016015315161976,11.69333576527892
99751,171,4,3,8.595889940207849,0.7482523737110274,0.0028275112499599373,2.5995696199828764,7.771213440403601
102049,172,30,30,10.730652761664803,12.699039984149762,0.0021637850175676176,3.6939573972941675,13.175927418927879
106421,173,5,3,-9.798483232802537,0.31616200539822614,-0.056471250900576496,4.336361001258171,16.252142081013847
106449,174,57,57,5.142303447710315,17.847342796123733,-0.002520357724652337,3.333404514443441,2.4249047320014805
106450,175,158,148,4.470988633925675,18.76379962092884,0.0020961226856207648,3.5465814569411807,2.8782343764919096
108184,176,284,267,-18.190518312352893,14.061369313910703,0.006838261192916396,1.9768527778086962,3.424049311850213
108190,177,842,724,1.1161873760498158,14.677486964882702,-0.0280847431215982,5.067430846158143,7.479008140516025
110081,178,7,7,3.128259624726589,3.805966769030622,0.009481423286846521,3.202225008904764,2.0381649134029973
110082,179,41,40,6.1724939579252265,5.8048329623678425,-0.0015558044599079883,2.5961822362799736,3.752310865683597
110115,180,60,59,14.077518773702577,20.59872901773644,-0.0018782578800037605,1.1039767819448285,1.5694039152547048
110116,181,69,62,24.950412119914958,9.855212842211202,-0.018062798354998237,2.5388549005253767,4.87780211894435
110117,182,82,82,21.34947540207542,24.97342404570756,-0.0017020474202747967,0.46660452400543073,1.4076471824289722
110145,183,82,82,11.551881718648982,23.747675467559276,-0.07881963406737606,3.0594740673934524,6.950435333490878
110146,184,32,32,14.34203916354933,6.4210300064365455,0.00898594452589337,3.3527172982497158,10.92228893163906
110147,185,97,81,20.735093439212417,7.423007429056199,-0.02184495863122948,3.1406661122971413,10.756767401432912
111783,186,16,16,-19.40465829280034,12.148409547923034,0.014535180090719123,3.8894158853852137,14.804273201917697
111784,187,17,15,3.6704646798162224,2.859777522899564,-0.001388602804111343,3.7592003762769455,1.6219957128535143
111785,188,10,9,2.699799444335118,7.871569849424658,0.00915633182134975,3.5203712737945896,5.011526345736612
111794,189,40,40,-2.2602555675226252,18.997528679210106,-0.0011879421333880476,3.792079517250173,2.776942141219203
111837,190,40,40,4.545038632595404,10.336926571848892,0.0050815085222192585,0.8326516191876067,1.6009297531955995
111838,191,25,25,10.1275832321055,7.72598387919952,-0.00030974215769016697,1.0973884987089852,2.6946054926651586
111839,192,18,18,6.413769795662651,6.860205064511209,0.08289115031637607,3.348153037575407,11.657845072357471
111846,193,48,48,18.076974128609134,36.801801044203536,0.058903749512682166,5.473185070118264,20.47780569210483
111847,194,56,56,38.494397569700766,47.3314327267254,0.002783542212098306,3.3762789967772173,2.456706282443146
111848,195,45,45,2.9961456039505503,36.782685479271116,-0.009701196708496698,4.269228630184061,14.499253157303375
111849,196,11,11,53.69677230783208,25.241879684490044,-0.04353435477686085,5.02631256905085,20.603470684006748
111850,197,18,18,4.969788479196067,27.58138145190914,0.0008313793425643016,0.960037975373045,1.9936421371368933
111851,198,106,106,14.793539588089924,25.723596543171993,0.005628141962612691,2.6539260442779833,2.2093315576961414
113434,199,4,4,-4.760849742585042,4.474546966045406,0.014792295630160318,2.7000644401386724,3.686846534955878
113446,200,25,25,3.2341569293085084,4.332993662047481,0.002603897071067957,0.7407481661614359,1.8513162204720865
113447,201,63,63,1.1141405963962179,7.582450557036193,0.003170034659304811,1.6547209580456803,1.1594107140277088
113448,202,26,26,9.04644449998328,6.90522098915076,0.002292613076392845,1.9232732579675877,2.152137208394741
113449,203,10,10,8.9903467338946,6.775435413758232,0.006616317093864232,4.569611702685548,1.8043645989434849
115239,204,71,60,23.664282215742226,5.050019998630901,-0.006680979449257647,1.540719890382689,1.517099809977528
115240,205,8,8,-12.020644105261455,33.80987337397556,0.006191464906229523,4.441332492478727,9.717747840920328
115241,206,859,859,32.50584722876334,56.391767262134195,-0.00015891707169872954,0.37561039287876186,1.1878067240039158
115253,207,16,16,-5.778789602084118,20.374001307227342,0.0027020111347036088,2.7314468233845552,8.923139465454181
115254,208,4,4,-22.500899791964933,3.1675181201186575,0.006414411206802269,3.2331896938756857,2.904818134128173
115255,209,442,442,23.33784170520648,36.968604257163484,-0.0013388216219081246,0.28472292378442876,0.8310648488408765
116828,210,391,391,33.046392422784685,40.7752414613403,-0.012674790793104254,1.7301730758014684,4.4869801683026775
116837,211,923,923,59.321312697803116,29.072547713528557,-0.03600498607818094,2.24858419414001,7.806116595400716
118168,212,11,11,23.48387942392439,4.406008333404603,0.008217289032652234,3.9944479154954617,13.549885717066951
118169,213,9,7,15.954969713074796,1.3255795379258046,-0.006394783698579047,2.0316238738818786,1.5726181269950554
118170,214,13,13,-0.5894765660820934,16.569491107409064,0.03177364903255512,3.7926107559448075,11.103506974378522
