building_uid,island_label,selected_pixel_count,iqr_retained_pixel_count,insar_height_m,insar_height_iqr_m,median_velocity_m_per_year,median_phase_rms_rad,median_height_sigma_m
94855,68,214,188,-64.03553073258738,57.75302855520035,-0.0031241702686484753,0.7666648914318492,5.478188256668519
97340,63,69,69,-107.44786447450419,298.25031009821504,-0.007593255123471367,1.1481917988882446,10.79029005748304
97660,111,11,9,-7.969294728906123,2.1984308391868046,-0.014894574671776347,0.7931499637928157,2.239285770363742
106449,109,16,16,-70.44193669257857,9.333544734921674,0.00021451757927330798,0.7116389569446399,11.726292707390304
106450,108,28,27,-73.1848681936826,6.09115633482989,-0.0018379588870872765,0.6817822882035287,10.615427196464939
108184,109,41,41,-83.64413558473211,8.938861515302051,-0.002172673399985336,0.7830206212534222,8.215076298300263
108190,110,259,242,-62.59902776193644,8.788598779887025,-0.0012051934051504002,0.883282431783021,5.07210437091654
110117,142,5,5,-0.3229927521622786,2.6849033268179823,-0.010773138672223275,0.6012476262633695,2.784383256777485
110146,146,4,3,-11.924546478756804,3.734264763382445,-0.001714373019251302,0.8832305475511766,7.171335164067619
110147,149,4,4,-15.712381220995994,2.069699882282528,-0.019963616305437554,0.7102944340457229,6.621286286308527
111785,119,2,2,9.31064133473875,12.061187755421315,-0.005957483596931017,0.6166643906532228,2.920297234408293
111794,123,2,2,2.251924736486304,3.2634595721077053,0.004178985194318197,0.9446352814763481,3.6814378550526983
111846,147,12,10,-3.9633506311226707,2.1298106926197895,-0.0070239533433186715,0.6496290632386452,3.7914211090035215
111851,148,1,1,-3.9833623372597473,0.0,-0.005912034878908126,0.6906725791311208,5.434409967134205
115239,126,4,4,31.327265576156158,0.12494871259291784,0.003932730809273454,0.9236779155500883,4.13081795992562
115241,125,121,120,64.13564949022779,6.427858394940927,-0.018261666469292576,0.8430270936347932,3.3658764324039083
115255,125,57,57,56.42265304375647,10.675105598185809,-0.007534659816197372,0.6676381119548936,3.0431079248697603
116837,124,314,314,-22.053275808653485,16.769641823767007,0.0018451253702829104,0.6785777897507576,1.889149783301332
