building_uid,island_label,selected_pixel_count,iqr_retained_pixel_count,insar_height_above_anchor_m,insar_height_iqr_m,median_velocity_m_per_year,median_phase_residual_rms_rad,median_height_sigma_m
111839,192,18,17,-47.316496778653786,5.2729737219086985,-0.0018155987843948233,2.662542924032982,9.801922207216107
111846,193,48,48,-24.77975038899538,31.5409392719641,0.000750408431289649,2.792043829260049,1.7679940820524458
111847,194,56,56,-29.202207692048816,51.53001546684595,-0.03036072024528369,2.7368053125025655,10.740066557569389
111848,195,45,45,-23.55290457980105,34.62926978985446,0.016432662269041883,3.239935608407541,12.843363471573564
111849,196,11,11,-25.80660067776856,18.811751405446813,-0.011850167767539938,3.1635760977545133,11.707905161582712
111850,197,18,18,-45.43383619686978,18.024842364080286,0.01932275431519139,3.761085187965307,14.386555688298902
111851,198,106,106,-25.801399761995405,28.83891817319882,0.0012085117113860206,2.6172078576745506,3.5593971666456103
113434,199,4,4,-19.142291201222854,3.601192741431049,-0.016984681318730883,4.8166913618052,18.04939797918736
113446,200,25,25,-16.321750288559727,5.776900232317653,-0.013581434673978656,4.108603776936484,14.657468160330396
113447,201,63,63,-13.6058176687562,10.61601379494484,0.020177425346307135,3.4925776854083277,11.429290274776838
113448,202,26,26,11.302977518669838,9.69290781758608,-0.03305264101924833,3.0097934925154632,9.97793002063444
113449,203,10,8,-12.872958256306038,2.1249864698101515,-0.0015944798997737722,2.9050006970097595,10.606038388372555
115239,204,71,61,-24.241058532875112,6.9763592340733,-0.045823965802110414,4.6918274113862,16.489431827387907
115240,205,8,8,-43.67594247954652,23.169904752137484,0.020400695141519695,3.183593447090594,11.073671201969631
115241,206,859,859,-64.85273623914038,56.40440077869478,0.0036645835973994627,3.2726999039726654,11.202767545711277
115253,207,16,15,-24.719468938454018,12.181284573348048,-0.024744257158294237,5.016061260370001,18.902915190009544
115254,208,4,3,-11.4566384660942,0.9096181137179098,0.023873280449144635,3.18531809505253,11.764880434446612
115255,209,442,442,-74.16684961843774,38.7552187255487,0.0015754955878918816,2.356146965380114,6.073690359134693
116828,210,391,391,-30.927300255746093,37.68952395435626,0.007901691021361743,2.734518255053183,10.076216086144068
116837,211,923,923,-26.260871797246327,30.342573069808356,-0.013058076635177817,1.2893481728747294,3.8630927256721046
118168,212,11,11,15.164456162393282,7.391369775085739,0.0022926600127204156,3.6336521734947955,10.916073549354827
118169,213,9,9,-9.137907980125,2.614753231338737,-0.03568616669363481,4.853619551615567,15.555544859613574
118170,214,13,13,14.161117885532734,21.748614923256568,0.030732903228529316,4.424950685512133,14.471901748631256
